,CURRENCY_Log_Change,CURRENCY_High_Low_Spread,GOLD_Log_Change,GOLD_High_Low_Spread,TREASURY_Log_Change,TREASURY_High_Low_Spread,VIX_Log_Change,VIX_High_Low_Spread,NASDAQ_1hr_Moving_Average,NASDAQ_Volatility,SENTIMENT_Neg,SENTIMENT_Neu,SENTIMENT_Pos
2022-11-21,0.0,0.0106207132339477,0.0,8.800048828125,0.0,0.0739998817443847,0.0,1.8200019999999988,11592.2901,0.0006074238686068,,,
2022-11-22,-0.0082820049087506,0.0046800374984741,0.0005178953391911,3.39990234375,-0.0176716061609081,0.0679998397827148,-0.0490361671338208,1.4299980000000012,11554.068349999998,0.0010868991604967,0.008,0.832,0.16
2022-11-23,0.0063623649065434,0.0083929300308227,0.0037896091787737,14.4000244140625,-0.0139337215314973,0.1019999980926513,-0.0451566139871916,1.4600009999999983,11725.8161,0.0005823572651623,0.0505,0.855,0.0945
2022-11-25,-0.0007809388137341,0.0072903633117675,0.0048024929294994,8.7000732421875,-0.0040557321386159,0.0750000476837158,0.0,0.6500020000000006,11834.278,0.0007800830701362,0.0653333333333333,0.8513333333333334,0.0826666666666666
2022-11-28,-0.0039059344481852,0.0154266357421875,-0.0075571855340836,1.2000732421875,0.0032459005606186,0.0499999523162841,0.0801177067372089,0.8500000000000014,11754.62225,0.0009600721672809,0.025,0.945,0.03
2022-11-29,-0.0021230044815688,0.006868839263916,0.0047585291615505,20.2999267578125,0.0120790189657601,0.0800001621246337,-0.0145127270297611,0.740000000000002,11588.2792,0.001576174482061,0.073,0.3515,0.0755
2022-11-30,-0.0020359552381959,0.0102276802062988,-0.0013736405532714,24.300048828125,-0.0120790189657601,0.1080000400543212,-0.0617101354459067,2.3200000000000003,11505.6755,0.0011858029793431,0.0385,0.9065,0.055
2022-12-01,0.0097210737187349,0.0133485794067382,0.0310701183883798,35.0,-0.0481287633502888,0.1040000915527343,-0.0366196285491766,1.2600000000000016,12031.51385,0.000933792303026,0.0339999999999999,0.8433333333333334,0.123
2022-12-02,0.0098376533788161,0.0111019611358642,-0.0028912731689037,22.9000244140625,-0.0065387586565647,0.1340000629425048,-0.0401082560965691,2.0099979999999995,12034.18465,0.0009622102047934,0.0765,0.841,0.0819999999999999
2022-12-05,0.0014961831121075,0.0101708173751831,-0.0159967487215729,43.699951171875,0.0261802242697246,0.0989999771118164,0.0849544009165497,1.5100000000000016,11990.91485,0.0010528320858775,0.03175,0.8825000000000001,0.08575
2022-12-06,-0.0044923291025755,0.0055062770843505,0.0010744618189316,11.5,-0.0241856461959675,0.0750000476837158,0.0661937769515127,2.220001,11785.2894,0.0012536008753812,0.0424999999999999,0.879,0.078375
2022-12-07,-0.0026626879889508,0.0102431774139404,0.0091144723181207,21.0,-0.0303447698129334,0.1510000228881836,0.0227434552313312,0.8300000000000018,11549.20215,0.001030459608617,0.085,0.876,0.038
2022-12-08,0.004217558881531,0.0071481466293334,0.0017905836665891,8.9000244140625,0.0240626033645661,0.0580000877380371,-0.0173452865986074,1.2200019999999974,11498.08535,0.000876105759793,0.045,0.877,0.07825
2022-12-09,0.0044040868037146,0.0068392753601074,0.0052414665587995,13.2000732421875,0.0215366716866399,0.1059999465942382,0.0239372682807602,1.029999,11634.7597,0.0008140305375305,0.02,0.9,0.08
2022-12-12,-0.0035522143897896,0.007214069366455,-0.0098363145420593,16.2000732421875,0.0122598774182805,0.1090002059936523,0.0908003643264967,0.869999,11563.8173,0.0019336567294656,0.0361999999999999,0.8912000000000001,0.0723999999999999
2022-12-13,0.0018535661317022,0.0139634609222412,0.0185850131055225,39.300048828125,-0.030936137927797,0.1679999828338623,-0.1031408032654124,4.380001,11725.4864,0.002246184797874,0.03075,0.9025,0.06675
2022-12-14,0.0080227558991893,0.0049744844436645,-0.0035345617904352,14.9000244140625,0.0005711289346533,0.0809998512268066,-0.0645680884643875,2.399999000000001,11835.3514,0.0012026229883668,0.024,0.8765000000000001,0.099
2022-12-15,0.0046654155309934,0.0118207931518554,-0.0169056104459163,26.199951171875,-0.015245505340105,0.0909998416900634,0.0769085274033034,2.4200000000000017,11730.263600000002,0.0012194642487153,0.0496666666666666,0.844,0.106
2022-12-16,-0.0033574727857118,0.0063858032226562,0.0071765552477973,13.5,0.0092326288000201,0.0950000286102294,-0.0092409456450658,1.7399999999999984,11344.88105,0.0010255609684195,0.099,0.823,0.078
2022-12-19,-0.0052320434161781,0.0081804990768432,-0.0012857697271356,10.7000732421875,0.0280352423852578,0.0490000247955322,-0.0088810972526242,1.25,11241.09155,0.0011537545546841,0.079,0.827,0.095
2022-12-20,0.0027877497947176,0.0074861049652099,0.0156513759026935,34.9000244140625,0.028357006485055,0.0479998588562011,-0.0428311480033499,2.039998999999998,11081.74325,0.0008982643633798,,,
2022-12-21,0.0011683215286929,0.004646897315979,0.0,7.0,0.0,0.0759999752044677,-0.0678961068324171,1.3500000000000014,11073.22945,0.0011969352005304,0.0646666666666666,0.868,0.0673333333333333
2022-12-22,-0.0015928200295245,0.0073431730270385,-0.0160429898509304,33.0999755859375,-0.0040800015950168,0.0449998378753662,0.0904516780716575,4.289998999999998,11226.7872,0.0012065924486309,0.055,0.8965000000000001,0.049
2022-12-23,-0.0006363550446384,0.0043224096298217,0.0049680664595954,8.7000732421875,0.0221033308371517,0.0580000877380371,-0.0513650718751277,1.859998000000001,10953.1734,0.0009424404541263,0.074,0.819,0.107
2022-12-27,-0.0025889456317026,0.0056555271148681,0.0104689930762978,22.9000244140625,0.0286447045223883,0.0750000476837158,0.0,1.2099989999999998,10982.449,0.0010140987789465,,,
2022-12-28,-0.0002871907082003,0.0060386657714843,-0.0038093315032526,4.800048828125,0.0069705171613684,0.0750000476837158,0.0223804276648727,1.3000010000000015,10825.23475,0.0008438114313989,0.068,0.826,0.106
2022-12-29,-0.000744412846259,0.0057862997055053,0.0063957738601456,13.699951171875,-0.0134682286945813,0.0679998397827148,-0.0321274992689803,0.9499980000000008,10685.9655,0.0011305257682775,0.101,0.777,0.122
2022-12-30,0.0029593483845724,0.0058729648590087,0.000109887433919,5.5,0.0114079304153425,0.0739998817443847,0.0106704327038767,0.8099999999999987,10946.17775,0.0014447709203632,,,
2023-01-03,-0.0029942458427605,0.0161066055297851,0.0109308628042519,3.5,-0.0224201170006011,0.0859999656677246,0.0,1.0300000000000011,10944.45355,0.0016011666793173,,,
2023-01-04,-0.0123311122196697,0.0085548162460327,0.0070955464419848,13.5,-0.0223949298471392,0.0639998912811279,-0.0396400150218234,1.3299990000000008,10864.2355,0.0012401935051098,,,
2023-01-05,0.005626625791562,0.0117063522338867,-0.0097625243971206,20.39990234375,0.0029613476420959,0.0859999656677246,0.0202390092483282,0.9500010000000004,10908.5633,0.0016257387847866,0.06875,0.85475,0.07625
2023-01-06,-0.0079653139439037,0.0136992931365966,0.0158964700992711,32.89990234375,-0.0414382298646906,0.1959998607635498,-0.061042120484811,1.8999999999999984,10746.3551,0.00106982660278,0.051,0.803,0.146
2023-01-09,0.0126644676445461,0.0106710195541381,0.0045492332582912,13.0,-0.0146771040082158,0.0830001831054687,0.0389840565780166,0.7100000000000009,11045.5105,0.0009951822901672,0.025,0.913,0.062
2023-01-10,0.0071867500315924,0.004367709159851,-0.0005875467452382,6.5,0.0291419029025858,0.0720000267028808,-0.0653581104740008,1.8799990000000013,11111.1411,0.0007666858109444,0.04075,0.87625,0.083
2023-01-11,0.0005367494741383,0.0047849416732788,0.0016016233411999,4.7000732421875,-0.0186765431803802,0.0429999828338623,0.0244792640847798,0.6299990000000015,11207.59575,0.0018081230838791,,,
2023-01-12,0.0025161245552818,0.0100321769714355,0.0110873656676158,20.2000732421875,-0.0299894021575009,0.1600000858306884,-0.1133476518216222,2.9699990000000014,11401.2818,0.0008100390616998,0.0572499999999999,0.838,0.10475
2023-01-13,0.0087152566602775,0.0087168216705322,0.0120088620431228,22.5999755859375,0.0178165741587956,0.0850000381469726,-0.0258217681684815,1.3999999999999986,11455.783549999998,0.0009227851483292,0.0354,0.8666,0.098
2023-01-17,0.00050888177029,0.0082072019577026,-0.0058553457304772,14.9000244140625,0.0068124498022161,0.0829999446868896,0.0,1.0100000000000016,11540.7122,0.0008967835399562,0.0473333333333333,0.8850000000000001,0.0676666666666666
2023-01-18,-0.0034056935775342,0.0117428302764892,-0.0014691611288529,8.0,-0.046317999304294,0.0920000076293945,0.0493802571190917,1.8700009999999985,11561.62225,0.0011945916680571,0.05425,0.90225,0.04325
2023-01-19,0.0004210473141926,0.0050113201141357,0.0092513144711382,9.7000732421875,0.0064973867516857,0.0550000667572021,0.0088106296821549,1.539998999999998,11408.2244,0.0007165863804045,0.07025,0.8405,0.08925
2023-01-20,0.003331202612123,0.0051964521408081,0.0022346631765941,7.0999755859375,0.025288338607267,0.0679998397827148,-0.0331960131693692,1.2900010000000002,11297.7603,0.0010546444224423,0.0595,0.856,0.0845
2023-01-23,0.0028752259621258,0.0072017908096313,0.0003632807471507,12.0999755859375,0.0116994136353759,0.053999900817871,-0.0020171969022969,0.7800009999999986,11619.87095,0.001194941695867,0.0375,0.89325,0.0692499999999999
2023-01-24,0.0008477594599432,0.0057522058486938,0.0035224324574504,5.0,-0.0160140661903976,0.0980000495910644,-0.0312764791138347,1.5599990000000012,11869.57905,0.0010199370935514,0.10375,0.7935,0.1025
2023-01-25,0.001273139780145,0.0064518451690673,0.0037676113849673,1.39990234375,-0.002019971226956,0.0670001506805419,-0.0062696650969274,1.91,11835.641050000002,0.0012427346619782,0.075,0.8316666666666667,0.0926666666666666
2023-01-26,0.0031079443693967,0.0080910921096801,-0.0062527531393145,10.0,0.0089145486600081,0.0690000057220459,-0.0185141495641432,0.8099999999999987,11822.93155,0.0009584450828558,0.0913333333333333,0.8130000000000001,0.0956666666666666
2023-01-27,-0.0025307945071393,0.0062743425369262,-0.0002592218208407,0.0,0.0071316397659504,0.0340001583099365,-0.0118153898705909,1.0300009999999986,12050.4642,0.000875726238756,0.071,0.851,0.078
2023-01-30,-0.0021112308654475,0.0060423612594604,-0.002959862564306,13.2999267578125,0.0093366729355834,0.051999807357788,0.0744166880987359,0.7099989999999998,12159.12875,0.000873266670571,0.042,0.883,0.075
2023-01-31,-0.0019115507750811,0.0064231157302856,0.0034264261246514,29.800048828125,-0.0062147301388718,0.0650000572204589,-0.0274547486148599,1.5700019999999988,11915.396,0.0019983832450313,0.0536666666666666,0.8650833333333333,0.08125
2023-02-01,0.0009444879359142,0.007149338722229,-0.0008814202993876,33.0,-0.0381218460479595,0.1229999065399169,-0.0821496809382383,2.34,12099.7113,0.0011820265110089,0.0586666666666666,0.8303333333333333,0.1106666666666666
2023-02-02,0.013889426300072,0.013890266418457,-0.0059832127234186,47.7999267578125,-0.0002944695860697,0.0729999542236328,0.0470031313249531,2.1900009999999988,12377.7538,0.0012498818545543,0.0676666666666666,0.866,0.067
2023-02-03,-0.0098300966938756,0.0129634141921997,-0.0282618425537974,55.5,0.0392660596122648,0.1749999523162841,-0.0215874546043836,1.369999,12791.7215,0.0009558022821732,0.0635,0.848,0.0885
2023-02-06,-0.0105332246600652,0.0081958770751953,0.0017698252343863,16.5999755859375,0.0284696861920523,0.0450000762939453,0.058279201537735,0.6000000000000014,12570.3058,0.0016693159398469,0.0665,0.8925000000000001,0.0404999999999999
2023-02-07,-0.005584813467052,0.0076485872268676,0.0029428310618131,7.699951171875,0.0109470062474275,0.0840001106262207,-0.0404360679701509,1.5599999999999987,12464.59275,0.001173820578884,0.0386,0.8878,0.0733999999999999
2023-02-08,-9.654286024440956e-05,0.004335880279541,0.00304077120981,8.300048828125,-0.0057322138786496,0.0619997978210449,0.0506767619267356,1.5700019999999988,12725.193,0.0011520938739279,0.0572,0.8712000000000002,0.0713999999999999
2023-02-09,-0.001297511269828,0.0078827142715454,-0.0059836022716233,24.7999267578125,0.0081788816221611,0.1150000095367431,0.0535576697757059,2.0599999999999987,12503.106650000002,0.0010004317351859,0.0505,0.8566666666666668,0.0928333333333333
2023-02-10,0.0024677288529569,0.008247971534729,-0.0018234933150134,11.0999755859375,0.0164268861222691,0.0739998817443847,-0.0087293473815924,1.5,12378.55255,0.0006766870647785,0.0289999999999999,0.9055,0.065
2023-02-13,-0.0060297135048306,0.0067778825759887,-0.0058686060692318,11.0,-0.0072376540399516,0.0530002117156982,-0.009297889119633,1.3600010000000005,12306.41745,0.0015767901449682,0.015,0.977,0.009
2023-02-14,0.0049238218325619,0.0088472366333007,0.0011333148745895,15.800048828125,0.0117679643135522,0.1770000457763672,-0.0728985079500477,2.27,12497.49555,0.0009443677635232,0.0,0.833,0.167
2023-02-15,0.0004938051764625,0.0078616142272949,-0.0107370746218953,13.800048828125,0.0126818338212147,0.0729999542236328,-0.0366222939797944,1.2999989999999997,12589.1107,0.0009156284214555,,,
2023-02-16,-0.0041033356099453,0.0066496133804321,0.0042435453113469,16.5,0.0088866032054574,0.0759999752044677,0.1011277632755488,2.039999999999999,12678.846,0.0010850408227301,0.0135,0.9255,0.0605
2023-02-17,-0.0024348106615187,0.0067682266235351,-0.0008689852683103,23.7999267578125,-0.0039108031797518,0.0760002136230468,-0.0074645780790459,1.4799989999999994,12439.31655,0.0007023823617985,0.0745555555555555,0.8465555555555555,0.0788888888888888
2023-02-21,-0.0001708324706133,0.005077838897705,-0.0040289837072367,10.0,0.0326380904009568,0.0809998512268066,0.0,1.5400010000000002,12351.09825,0.0010633602840057,0.0574999999999999,0.8354999999999999,0.107
2023-02-22,-0.0028695678084155,0.0046435594558715,-0.0005457026056294,11.0999755859375,-0.0081238899056788,0.0609998703002929,-0.0256878594991493,1.609999000000002,12062.62195,0.0010258636252154,0.0353333333333333,0.8843333333333333,0.08
2023-02-23,-0.0043471634119224,0.0048370361328125,-0.0076712704966514,9.5,-0.0112793168418122,0.1150000095367431,-0.052971259122543,1.5400010000000002,12073.101,0.0009206624318563,0.0477777777777777,0.8794444444444444,0.073
2023-02-24,-0.000731542253157,0.0076504945755004,-0.0050733267789026,0.0,0.0178849771771789,0.0699999332427978,0.0247618824098669,1.5799999999999983,12170.86,0.0008007560213531,0.0448,0.8674,0.088
2023-02-27,-0.004093047633147,0.0085120201110839,0.0045231204376497,8.5999755859375,-0.0068606420921804,0.0699999332427978,-0.0337901214474251,1.34,11976.3516,0.0007881772806536,0.0284999999999999,0.8705,0.1015
2023-02-28,0.0053337448826316,0.0062655210494995,0.0065279171634006,21.9000244140625,-0.0015310138481571,0.0789999961853027,-0.0120049455203415,1.270000999999997,12056.31975,0.0009814233418783,0.05,0.837,0.113
2023-03-01,-0.0031994691023327,0.0125384330749511,0.0048000565715693,14.5999755859375,0.0197225280689841,0.0720000267028808,-0.0058140181745975,1.100000999999999,12040.20905,0.000966669329854,0.016,0.873,0.112
2023-03-02,0.0086259321986237,0.0089234113693237,-0.0022880546197603,6.300048828125,0.0195865929398483,0.0469999313354492,-0.0493004984494541,1.870001000000002,11934.68535,0.0007125629042252,0.06175,0.8525,0.0854999999999999
2023-03-03,-0.0065082354738838,0.0037938356399536,0.0077148874232907,18.0999755859375,-0.0271262043277271,0.064000129699707,-0.057789186557416,1.6000000000000014,12047.73455,0.0006832328474652,0.0496666666666666,0.8736666666666667,0.0765
2023-03-06,0.0024940475492522,0.0070773363113403,0.0001082764604962,9.60009765625,0.0047817011562589,0.0920000076293945,0.0064690789896758,0.7000010000000003,12294.2858,0.0013365333451647,0.0625,0.8365,0.101
2023-03-07,0.0058295714894549,0.0124725103378295,-0.0185706355718125,27.0,-0.0020105901413385,0.0859999656677246,0.05132010756774,1.2299999999999969,12303.4946,0.0008870199944245,0.0446666666666666,0.8816666666666667,0.074
2023-03-08,-0.012955493181694,0.0046635866165161,-0.0006618172911648,1.4000244140625,0.0002515824293109,0.0939998626708984,-0.0248074213756453,1.0100000000000016,12152.9506,0.0010536784400942,0.034,0.847,0.119
2023-03-09,-0.0001160439325325,0.004797339439392,0.0091159871573076,13.7000732421875,-0.0129099674581448,0.1230001449584961,0.168180519937291,4.259999999999998,12217.59295,0.0015646786892495,0.0525,0.905,0.0424999999999999
2023-03-10,0.0033286223856131,0.0122876167297363,0.0177177721475145,16.5,-0.060385802752391,0.1579999923706054,0.0924512823302599,7.179998000000001,11993.92225,0.0023001574758978,0.0588333333333333,0.8708333333333335,0.0703333333333333
2023-03-13,0.0093047202257173,0.0084867477416992,0.02634169415623,38.0,-0.0499409812259198,0.1280000209808349,0.0670555524693067,6.959999,11827.140049999998,0.0013054787814049,0.0594444444444444,0.8504444444444444,0.0904444444444444
2023-03-14,0.003864276322635,0.0067487955093383,-0.0028811671051432,11.0999755859375,0.034394528134297,0.1289999485015869,-0.1111590948699895,4.969999999999999,11930.864,0.0013373259188357,0.0603333333333333,0.8516666666666666,0.0878333333333333
2023-03-15,0.0002467242094864,0.0239757299423217,0.0106450727633268,28.0999755859375,-0.0409594157692028,0.1419999599456787,0.0967265994928558,6.719999000000001,12196.164,0.0011998555597637,0.0806,0.8402000000000001,0.0794
2023-03-16,-0.0135427688881889,0.0079472064971923,-0.003952561643726,21.7999267578125,0.0262838172198639,0.2179999351501464,-0.1284073311654379,4.520000999999997,12249.16745,0.0013433612047904,0.056,0.86275,0.081
2023-03-17,0.0029041044625181,0.0057519674301147,0.0261278225162686,39.0999755859375,-0.0544547292997526,0.1140000820159912,0.1040111933786299,3.559999000000001,12581.3737,0.0009400695735553,0.0758,0.8240000000000001,0.1002
2023-03-20,0.0060791189089042,0.0098118782043457,0.0047606584436176,35.0,0.0250158380946785,0.1119999885559082,-0.0547861520551384,4.91,12516.8292,0.0008723995592265,0.044,0.886,0.07
2023-03-21,0.0037660324937775,0.0082334280014038,-0.0210361845168744,35.800048828125,0.0352795164836481,0.0759999752044677,-0.1218285212743682,2.869999,12568.4376,0.0017610633349991,0.0675,0.808,0.1245
2023-03-22,0.0051261462943097,0.0041954517364501,0.0045305105898103,27.199951171875,-0.0298361414755073,0.184000015258789,0.0403354870231855,2.4399980000000028,12740.99165,0.0012162377654354,0.072,0.8386666666666667,0.089
2023-03-23,0.0088849789518238,0.0060378313064575,0.0238553660380627,4.0999755859375,-0.0272244159346949,0.127000093460083,0.0156009846706963,4.75,12576.01095,0.001357938178873,0.062,0.88,0.058
2023-03-24,-0.0032558511363343,0.0120085477828979,-0.0058855136919059,13.300048828125,-0.0076628092074863,0.1019999980926513,-0.0392384488250318,3.6099989999999984,12726.841,0.0007747597722003,0.0768,0.8338000000000001,0.0892
2023-03-27,-0.0052627456329634,0.0047934055328369,-0.0150974788690447,4.7999267578125,0.0428554277698913,0.0690000057220459,-0.0538628058975277,2.3599999999999994,12768.285200000002,0.0007391919137825,0.08425,0.8420000000000001,0.074
2023-03-28,0.0026765316917468,0.0044963359832763,0.0101916902101823,0.0,0.0101523079807505,0.0529999732971191,-0.0310599784429254,1.4899999999999984,12670.4249,0.0006889903132398,0.068,0.8482,0.084
2023-03-29,0.0029980508706156,0.00506591796875,-0.0031992150318794,0.0,0.0005610360581552,0.0629999637603759,-0.0434961374281009,0.3600010000000004,12619.3667,0.0006098813742084,0.0543333333333333,0.8426666666666666,0.103
2023-03-29,0.0029980508706156,0.00506591796875,-0.0031992150318794,0.0,0.0005610360581552,0.0629999637603759,-0.0434961374281009,0.3600010000000004,12619.3667,0.0006098813742084,0.054,0.8354999999999999,0.1105
2023-03-30,0.000379457009386,0.0096983909606933,0.0071965003238306,29.5,-0.0042152278989733,0.0470001697540283,-0.0052439028072647,1.2299999999999969,12850.82715,0.0006131755603796,0.03525,0.8805000000000001,0.08425
2023-03-31,0.0056110220435334,0.0065263509750366,-0.0057225733806422,18.800048828125,-0.016182087560782,0.0679998397827148,-0.0169674797807688,0.91,12965.13355,0.0006568295611689,0.0572857142857142,0.8382857142857142,0.1042857142857143
2023-04-03,-0.0093342910217294,0.0126371383666992,0.007538817015696,41.699951171875,-0.0184869190616387,0.1239998340606689,-0.0080538421913884,1.289998999999998,13178.2072,0.000878839028863,0.0569999999999999,0.871,0.072
2023-04-04,0.0100324907189152,0.0087769031524658,0.0191213868564354,48.0999755859375,-0.0274881128796009,0.1499998569488525,0.0239692440213535,1.4500010000000003,13148.659049999998,0.0006801391601395,0.0606,0.8493999999999999,0.0898
2023-04-05,0.0043744645083254,0.0063879489898681,-0.0006430347062673,20.2000732421875,-0.0150968910672871,0.057999849319458,0.0042016868536999,1.0799999999999983,13097.44965,0.0006644525353139,0.051,0.85,0.1
2023-04-06,-0.0051925950961625,0.0044617652893066,-0.0044634074749701,18.300048828125,0.0003042329854881,0.0520000457763671,-0.0362900014052004,1.529999,12961.77705,0.0006486249058172,0.0476666666666666,0.8603333333333333,0.0923333333333333
2023-04-10,-0.0006003677951654,0.0085747241973876,-0.0113972984929286,22.5999755859375,0.0378979721731473,0.0850000381469726,0.0,1.119999,13055.3845,0.0005544243622765,0.042,0.872,0.086
2023-04-11,-0.0040625410738597,0.0058662891387939,0.0078620666603218,15.0999755859375,0.0055482850663917,0.0650000572204589,0.0068296038204755,0.7200019999999974,13050.68625,0.0010189934469269,,,
2023-04-12,0.0044227176494578,0.0083315372467041,0.0030380656754726,20.5,-0.0037928598081782,0.1180000305175781,-0.0005236973149279,1.7300000000000004,12968.1203,0.0005622154921267,0.026,0.8945,0.08
2023-04-13,0.0075176390831181,0.0087350606918334,0.015004488526765,33.0001220703125,0.0090208379313783,0.0880000591278076,-0.0699662366193936,1.2899990000000017,12853.7496,0.0009692034879626,0.05,0.8123333333333335,0.1376666666666667
2023-04-14,0.0049622126036135,0.0097391605377197,-0.0193403321015038,52.800048828125,0.0200752861526413,0.0929999351501464,-0.0418758643119133,1.0500009999999982,13106.5766,0.0006579992477541,0.275,0.69,0.036
2023-04-17,-0.0061715209978287,0.008832573890686,-0.0040036086885234,24.4000244140625,0.0194017063575469,0.0639998912811279,-0.0070546439828415,0.8900010000000016,13079.413949999998,0.0007749075433601,0.0495,0.8434999999999999,0.1075
2023-04-18,-0.0055874935872796,0.0060704946517944,0.0065974216321085,10.5,-0.0053050670622535,0.0529999732971191,-0.0071048846207932,0.7600000000000016,13091.49665,0.0004917655542512,0.0786666666666666,0.8336666666666667,0.0876666666666666
2023-04-19,0.0045662724114358,0.0068254470825195,-0.0060960930887571,36.5999755859375,0.0083635757343763,0.0390000343322753,-0.022229873707134,1.5499989999999997,13088.4372,0.0007257061488979,0.059,0.843,0.099
2023-04-20,-0.0021159967501985,0.0054670572280883,0.0061956951669839,9.5999755859375,-0.0159510647185846,0.0529999732971191,0.0422305404138037,1.3600010000000005,13084.12925,0.0007560921677073,0.0563999999999999,0.8486,0.0948
2023-04-21,0.0017100195037912,0.0052791833877563,-0.014095679073773,22.0999755859375,0.0070273955863962,0.0779998302459716,-0.0235720990742668,1.1299990000000015,12985.0844,0.0005377189157515,0.0833333333333333,0.827,0.0896666666666666
2023-04-24,0.0019436539865794,0.0065476894378662,0.0048379752909055,12.4000244140625,-0.0155260219847079,0.0399999618530273,0.0071300957779583,1.5,13000.9932,0.0006906679928809,0.07,0.854,0.076
2023-04-25,0.0060973138566677,0.0098826885223388,0.0024604086846927,16.7999267578125,-0.034441313617234,0.0680000782012939,0.105005271965003,2.530001000000002,12966.7915,0.0005787627728585,0.072,0.825,0.103
2023-04-27,0.0062552172064815,0.0071412324905395,0.0021129262655032,22.4000244140625,0.0275880122832872,0.0850000381469726,-0.1010057157537158,1.7100009999999983,12813.8163,0.0008851445452101,0.0906,0.8328,0.0764
2023-04-28,-0.0013799111710282,0.0078110694885253,0.000100477975901,12.4000244140625,-0.0217774260811495,0.059000015258789,-0.076233237976773,1.929999999999998,13158.5182,0.0005621146720526,0.042,0.8594999999999999,0.0985
2023-05-01,-0.0019178010282847,0.0068621635437011,-0.0033723203832884,28.0999755859375,0.0347316386075581,0.1140000820159912,0.0188329483330919,1.090000999999999,13245.1147,0.0008477688297554,0.04,0.784,0.176
2023-05-02,-0.0037915711025153,0.0061663389205932,0.0154592086638971,23.300048828125,-0.0385046838128712,0.1349999904632568,0.1004980225779062,3.549999,13231.62335,0.0008699695131473,0.0808888888888888,0.8348888888888888,0.0841111111111111
2023-05-03,0.0037915711025152,0.0052211284637451,0.0070741231818441,19.9000244140625,-0.0105232701279365,0.056999921798706,0.0310101804995922,1.6399989999999995,13114.7669,0.0010010122657305,0.0535,0.879,0.067
2023-05-04,0.0052549776984913,0.0104554891586303,0.0095178192524349,32.0,-0.0153985998935537,0.1150000095367431,0.0911377119985243,2.6599999999999966,13028.8842,0.0006616498259603,0.0255,0.877,0.0975
2023-05-05,-0.004164264686123,0.0076353549957275,-0.0150541414369173,42.0999755859375,0.0279553370724256,0.0679998397827148,-0.1558943012587302,2.9399980000000028,12987.90765,0.0006154113074465,,,
2023-05-08,-0.000385725396211,0.0040900707244873,0.0044019282459867,3.800048828125,0.0215308472834517,0.0329999923706054,-0.0122916966849114,1.0499990000000032,13257.88485,0.0005045669200244,0.029,0.858,0.113
2023-05-09,-0.0020473959935792,0.005706787109375,0.0048738077246031,11.4000244140625,0.0,0.0440001487731933,0.0420932144462653,0.6400019999999991,13288.2637,0.0009471165127558,0.0745,0.8594999999999999,0.066
2023-05-10,-0.0028659131863006,0.0061897039413452,-0.0028032335667185,14.800048828125,-0.0235643143343871,0.0899999141693115,-0.0444516470736829,1.9499980000000008,13208.2882,0.0008155534810598,0.097,0.8425,0.061
2023-05-11,0.0017668981432014,0.0097359418869018,-0.0078117914404175,24.300048828125,-0.0122879887604364,0.059999942779541,-0.0005905521107398,1.5600019999999972,13346.742049999995,0.0007068284141075,0.0655,0.8627499999999999,0.07175
2023-05-12,-0.0065688854429571,0.0079535245895385,-9.925105453308256e-05,0.0,0.0192425714182633,0.0789999961853027,0.0058893572494571,1.5400010000000002,13391.4149,0.0005543389408698,0.0395,0.891,0.0695
2023-05-15,-0.0054628127053399,0.0043483972549438,0.0017358962821522,4.199951171875,0.012910762654939,0.0449998378753662,0.005270875730308,1.0800000000000018,13340.77595,0.0007267535197686,0.077,0.852,0.071
